participant_id,game,latency_ms,score,mean_time_ms,median_time_ms,throughput,n_trials,goals,saves,assists,shots
21,half_life_2,225,11.0,,,,,,,,
21,half_life_2,150,11.0,,,,,,,,
21,fitts_law,0,4.5838695834007055,832.7879999999999,778.9,4.5838695834007055,25.0,,,,
21,fitts_law,225,2.2265775589183536,1821.23,1689.1,2.2265775589183536,10.0,,,,
21,fitts_law,150,2.354219629446592,1500.4800000000002,1262.0,2.354219629446592,15.0,,,,
21,fitts_law,75,2.908905929848467,1123.9944444444443,1140.25,2.908905929848467,18.0,,,,
21,feeding_frenzy,150,180.0,,,,,,,,
21,feeding_frenzy,0,590.0,,,,,,,,
21,feeding_frenzy,75,690.0,,,,,,,,
21,feeding_frenzy,225,140.0,,,,,,,,
22,dave_the_diver,225,3.9,,,,,,,,
22,dave_the_diver,0,3.3,,,,,,,,
22,dave_the_diver,75,3.9,,,,,,,,
22,dave_the_diver,150,2.4,,,,,,,,
22,rocket_league,225,20.0,,,,,0.0,0.0,0.0,0.0
22,rocket_league,0,48.0,,,,,0.0,0.0,0.0,1.0
22,rocket_league,150,154.0,,,,,1.0,0.0,0.0,2.0
22,rocket_league,75,82.0,,,,,0.0,0.0,0.0,0.0
22,half_life_2,225,12.0,,,,,,,,
22,half_life_2,75,16.0,,,,,,,,
22,half_life_2,0,13.0,,,,,,,,
22,half_life_2,150,13.0,,,,,,,,
22,fitts_law,150,2.8457457706440126,1482.142857142857,1347.3,2.8457457706440126,14.0,,,,
22,fitts_law,225,2.0193675690836943,2182.755555555556,2032.6,2.0193675690836943,9.0,,,,
22,fitts_law,0,5.0002086382752156,686.1133333333333,675.8,5.0002086382752156,30.0,,,,
22,fitts_law,75,3.7055765639379974,950.6090909090909,913.65,3.7055765639379974,22.0,,,,
22,feeding_frenzy,0,1320.0,,,,,,,,
22,feeding_frenzy,150,210.0,,,,,,,,
22,feeding_frenzy,75,240.0,,,,,,,,
22,feeding_frenzy,225,220.0,,,,,,,,
23,rocket_league,0,76.0,,,,,0.0,0.0,0.0,1.0
23,rocket_league,75,124.0,,,,,0.0,0.0,0.0,2.0
23,rocket_league,225,152.0,,,,,1.0,0.0,0.0,1.0
23,rocket_league,150,298.0,,,,,2.0,0.0,0.0,4.0
23,half_life_2,225,9.0,,,,,,,,
23,half_life_2,75,14.0,,,,,,,,
23,half_life_2,150,9.0,,,,,,,,
23,half_life_2,0,17.0,,,,,,,,
23,fitts_law,225,2.1371775840675253,1678.2416666666666,1733.45,2.1371775840675253,12.0,,,,
23,fitts_law,75,3.7139902829278038,1135.4222222222224,1074.0,3.7139902829278038,18.0,,,,
23,fitts_law,150,2.3343665179464756,1904.7749999999999,1531.35,2.3343665179464756,12.0,,,,
23,fitts_law,0,4.660152661271127,826.0846153846154,790.8499999999999,4.660152661271127,26.0,,,,
23,feeding_frenzy,225,110.0,,,,,,,,
23,feeding_frenzy,0,360.0,,,,,,,,
23,feeding_frenzy,150,190.0,,,,,,,,
23,feeding_frenzy,75,390.0,,,,,,,,
24,dave_the_diver,75,1.4,,,,,,,,
24,dave_the_diver,150,1.1,,,,,,,,
24,dave_the_diver,0,1.7,,,,,,,,
24,dave_the_diver,225,1.0,,,,,,,,
24,rocket_league,0,248.0,,,,,2.0,0.0,0.0,3.0
24,rocket_league,150,24.0,,,,,0.0,0.0,0.0,0.0
24,rocket_league,225,26.0,,,,,0.0,0.0,0.0,0.0
24,rocket_league,75,132.0,,,,,1.0,0.0,0.0,1.0
24,half_life_2,225,5.0,,,,,,,,
24,half_life_2,75,13.0,,,,,,,,
24,half_life_2,150,15.0,,,,,,,,
24,half_life_2,0,13.0,,,,,,,,
24,fitts_law,0,4.098755564159351,977.6,904.45,4.098755564159351,22.0,,,,
24,fitts_law,75,2.851324495376948,1244.5888888888887,1244.8,2.851324495376948,18.0,,,,
24,fitts_law,225,1.7538379063890446,2223.0833333333335,2252.95,1.7538379063890446,6.0,,,,
24,fitts_law,150,2.0272470998052095,1549.5866666666666,1521.5,2.0272470998052095,15.0,,,,
24,feeding_frenzy,150,160.0,,,,,,,,
24,feeding_frenzy,225,420.0,,,,,,,,
24,feeding_frenzy,75,190.0,,,,,,,,
24,feeding_frenzy,0,720.0,,,,,,,,
25,dave_the_diver,150,1.5,,,,,,,,
25,dave_the_diver,225,1.0,,,,,,,,
25,dave_the_diver,75,1.0,,,,,,,,
25,dave_the_diver,0,1.5,,,,,,,,
25,rocket_league,225,8.0,,,,,0.0,0.0,0.0,0.0
25,rocket_league,75,164.0,,,,,1.0,0.0,0.0,1.0
25,rocket_league,150,186.0,,,,,1.0,0.0,0.0,1.0
25,rocket_league,0,180.0,,,,,1.0,0.0,0.0,2.0
25,half_life_2,225,6.0,,,,,,,,
25,half_life_2,150,7.0,,,,,,,,
25,half_life_2,75,10.0,,,,,,,,
25,half_life_2,0,9.0,,,,,,,,
25,fitts_law,75,3.2613370000898767,1119.2833333333335,1038.7,3.2613370000898767,18.0,,,,
25,fitts_law,0,4.122338990351464,913.7,813.5,4.122338990351464,21.0,,,,
25,fitts_law,225,1.842646074346574,2911.914285714286,2881.8,1.842646074346574,7.0,,,,
25,fitts_law,150,1.882032407569821,1807.3454545454545,1646.5,1.882032407569821,11.0,,,,
25,feeding_frenzy,0,380.0,,,,,,,,
25,feeding_frenzy,150,70.0,,,,,,,,
25,feeding_frenzy,75,210.0,,,,,,,,
25,feeding_frenzy,225,160.0,,,,,,,,
26,rocket_league,0,142.0,,,,,1.0,0.0,0.0,2.0
26,rocket_league,225,114.0,,,,,1.0,0.0,0.0,1.0
26,rocket_league,150,18.0,,,,,0.0,0.0,0.0,1.0
26,rocket_league,75,152.0,,,,,1.0,0.0,0.0,1.0
26,half_life_2,0,13.0,,,,,,,,
26,half_life_2,75,12.0,,,,,,,,
26,half_life_2,225,7.0,,,,,,,,
26,half_life_2,150,9.0,,,,,,,,
26,fitts_law,75,4.223401831882918,929.6227272727272,858.45,4.223401831882918,22.0,,,,
26,fitts_law,150,2.499144096279742,1284.7333333333333,1338.2,2.499144096279742,15.0,,,,
26,fitts_law,225,2.1688688924641917,2087.67,1962.2,2.1688688924641917,10.0,,,,
26,fitts_law,0,4.501029827571387,895.2208333333334,829.15,4.501029827571387,24.0,,,,
26,feeding_frenzy,75,220.0,,,,,,,,
26,feeding_frenzy,150,210.0,,,,,,,,
26,feeding_frenzy,0,790.0,,,,,,,,
26,feeding_frenzy,225,110.0,,,,,,,,
27,dave_the_diver,225,2.2,,,,,,,,
27,dave_the_diver,75,2.5,,,,,,,,
27,dave_the_diver,150,2.1,,,,,,,,
27,dave_the_diver,0,4.1,,,,,,,,
27,rocket_league,150,142.0,,,,,1.0,0.0,0.0,1.0
27,rocket_league,75,130.0,,,,,1.0,0.0,0.0,1.0
27,rocket_league,0,467.0,,,,,4.0,0.0,0.0,4.0
27,rocket_league,225,222.0,,,,,2.0,0.0,0.0,1.0
27,half_life_2,0,21.0,,,,,,,,
27,half_life_2,225,10.0,,,,,,,,
27,half_life_2,150,14.0,,,,,,,,
27,half_life_2,75,14.0,,,,,,,,
27,fitts_law,150,2.7088003909230682,1313.62,1184.9,2.7088003909230682,15.0,,,,
27,fitts_law,225,2.0408728041197115,2020.7363636363634,1432.8,2.0408728041197115,11.0,,,,
27,fitts_law,75,4.261749222691215,940.1478260869566,899.1,4.261749222691215,23.0,,,,
27,fitts_law,0,5.686817247321496,770.7517241379311,725.5,5.686817247321496,29.0,,,,
27,feeding_frenzy,225,320.0,,,,,,,,
27,feeding_frenzy,150,600.0,,,,,,,,
27,feeding_frenzy,0,880.0,,,,,,,,
27,feeding_frenzy,75,380.0,,,,,,,,
3,dave_the_diver,150,1.9,,,,,,,,
3,dave_the_diver,225,1.5,,,,,,,,
3,dave_the_diver,75,3.5,,,,,,,,
3,dave_the_diver,0,0.8,,,,,,,,
3,rocket_league,0,371.0,,,,,3.0,0.0,0.0,3.0
3,rocket_league,150,18.0,,,,,0.0,0.0,0.0,0.0
3,rocket_league,75,224.0,,,,,2.0,0.0,0.0,2.0
3,rocket_league,225,128.0,,,,,1.0,0.0,0.0,1.0
3,half_life_2,0,15.0,,,,,,,,
3,half_life_2,150,12.0,,,,,,,,
3,half_life_2,225,12.0,,,,,,,,
3,half_life_2,75,13.0,,,,,,,,
3,fitts_law,150,2.3860477614883178,1595.9833333333333,1441.1,2.3860477614883178,12.0,,,,
3,fitts_law,0,5.158086754557742,834.4653846153847,754.9,5.158086754557742,26.0,,,,
3,fitts_law,225,2.289510173735324,1766.875,1832.05,2.289510173735324,12.0,,,,
3,fitts_law,75,3.4552926525291254,1091.685,1026.3,3.4552926525291254,20.0,,,,
3,feeding_frenzy,150,190.0,,,,,,,,
3,feeding_frenzy,225,230.0,,,,,,,,
3,feeding_frenzy,0,1300.0,,,,,,,,
3,feeding_frenzy,75,690.0,,,,,,,,
4,dave_the_diver,225,1.6,,,,,,,,
4,dave_the_diver,75,3.9,,,,,,,,
4,dave_the_diver,150,3.5,,,,,,,,
4,dave_the_diver,0,3.3,,,,,,,,
4,rocket_league,150,359.0,,,,,3.0,0.0,0.0,3.0
4,rocket_league,75,385.0,,,,,3.0,0.0,0.0,4.0
4,rocket_league,0,260.0,,,,,2.0,0.0,0.0,3.0
4,rocket_league,225,46.0,,,,,0.0,0.0,0.0,0.0
4,half_life_2,150,10.0,,,,,,,,
4,half_life_2,75,16.0,,,,,,,,
4,half_life_2,0,19.0,,,,,,,,
4,half_life_2,225,13.0,,,,,,,,
4,fitts_law,0,5.2861240692779345,745.2862068965516,695.9,5.2861240692779345,29.0,,,,
4,fitts_law,225,2.299464119860978,1791.1363636363637,1787.7,2.299464119860978,11.0,,,,
4,fitts_law,75,4.205209279904285,1121.747368421053,1166.7,4.205209279904285,19.0,,,,
4,fitts_law,150,3.203739416366419,1119.3526315789475,1091.7,3.203739416366419,19.0,,,,
4,feeding_frenzy,225,220.0,,,,,,,,
4,feeding_frenzy,150,530.0,,,,,,,,
4,feeding_frenzy,75,780.0,,,,,,,,
4,feeding_frenzy,0,1170.0,,,,,,,,
5,dave_the_diver,75,3.5,,,,,,,,
5,dave_the_diver,150,1.0,,,,,,,,
5,dave_the_diver,225,0.0,,,,,,,,
5,dave_the_diver,0,0.1,,,,,,,,
5,feeding_frenzy,150,300.0,,,,,,,,
5,feeding_frenzy,0,280.0,,,,,,,,
5,feeding_frenzy,75,720.0,,,,,,,,
5,feeding_frenzy,225,190.0,,,,,,,,
6,dave_the_diver,75,2.0,,,,,,,,
6,dave_the_diver,150,1.1,,,,,,,,
6,dave_the_diver,225,2.1,,,,,,,,
6,dave_the_diver,0,1.9,,,,,,,,
6,rocket_league,225,72.0,,,,,0.0,0.0,0.0,0.0
6,rocket_league,150,164.0,,,,,1.0,0.0,0.0,1.0
6,rocket_league,75,417.0,,,,,3.0,0.0,0.0,4.0
6,rocket_league,0,304.0,,,,,2.0,0.0,0.0,3.0
6,half_life_2,75,11.0,,,,,,,,
6,half_life_2,0,14.0,,,,,,,,
6,half_life_2,225,2.0,,,,,,,,
6,half_life_2,150,8.0,,,,,,,,
6,fitts_law,150,2.8645290457942036,1236.3352941176472,1261.0,2.8645290457942036,17.0,,,,
6,fitts_law,75,3.467886285811194,1020.3714285714285,997.0,3.467886285811194,21.0,,,,
6,fitts_law,225,1.6497481337441071,2587.45,1912.7,1.6497481337441071,8.0,,,,
6,fitts_law,0,4.719237662083452,1424.4923076923078,754.9,4.719237662083452,13.0,,,,
6,feeding_frenzy,150,300.0,,,,,,,,
6,feeding_frenzy,75,910.0,,,,,,,,
6,feeding_frenzy,0,300.0,,,,,,,,
6,feeding_frenzy,225,240.0,,,,,,,,
7,rocket_league,225,156.0,,,,,1.0,0.0,0.0,2.0
7,rocket_league,0,162.0,,,,,1.0,0.0,0.0,1.0
7,rocket_league,150,4.0,,,,,0.0,0.0,0.0,0.0
7,rocket_league,75,34.0,,,,,0.0,0.0,0.0,1.0
7,half_life_2,225,11.0,,,,,,,,
7,half_life_2,75,13.0,,,,,,,,
7,half_life_2,0,15.0,,,,,,,,
7,half_life_2,150,12.0,,,,,,,,
7,fitts_law,225,2.2075989845709474,1842.47,1777.0500000000002,2.2075989845709474,10.0,,,,
7,fitts_law,75,3.793845615275787,1222.2222222222222,1113.9,3.793845615275787,18.0,,,,
7,fitts_law,0,4.885631903511219,776.7777777777779,759.5,4.885631903511219,27.0,,,,
7,fitts_law,150,1.9162386140393197,1702.1083333333336,1585.5500000000002,1.9162386140393197,12.0,,,,
7,feeding_frenzy,75,260.0,,,,,,,,
7,feeding_frenzy,150,290.0,,,,,,,,
7,feeding_frenzy,0,530.0,,,,,,,,
7,feeding_frenzy,225,260.0,,,,,,,,
8,dave_the_diver,75,2.6,,,,,,,,
8,dave_the_diver,225,2.5,,,,,,,,
8,dave_the_diver,150,4.1,,,,,,,,
8,dave_the_diver,0,4.5,,,,,,,,
8,rocket_league,0,132.0,,,,,1.0,0.0,0.0,1.0
8,rocket_league,225,152.0,,,,,1.0,0.0,0.0,2.0
8,rocket_league,150,152.0,,,,,1.0,0.0,0.0,1.0
8,rocket_league,75,180.0,,,,,1.0,0.0,0.0,1.0
8,half_life_2,75,14.0,,,,,,,,
8,half_life_2,0,14.0,,,,,,,,
8,half_life_2,225,8.0,,,,,,,,
8,half_life_2,150,14.0,,,,,,,,
8,fitts_law,75,4.53575459458515,893.1173913043478,916.0,4.53575459458515,23.0,,,,
8,fitts_law,225,1.74840939531581,1738.3166666666668,1800.1,1.74840939531581,12.0,,,,
8,fitts_law,0,5.8719352327753205,614.22,559.1,5.8719352327753205,35.0,,,,
8,fitts_law,150,3.060321697911526,1244.8411764705882,1214.6,3.060321697911526,17.0,,,,
8,feeding_frenzy,0,730.0,,,,,,,,
8,feeding_frenzy,225,200.0,,,,,,,,
8,feeding_frenzy,75,470.0,,,,,,,,
8,feeding_frenzy,150,210.0,,,,,,,,
9,dave_the_diver,225,0.6,,,,,,,,
9,dave_the_diver,0,2.4,,,,,,,,
9,dave_the_diver,150,0.5,,,,,,,,
9,dave_the_diver,75,2.5,,,,,,,,
9,rocket_league,225,46.0,,,,,0.0,0.0,0.0,2.0
9,rocket_league,150,160.0,,,,,1.0,0.0,0.0,1.0
9,rocket_league,0,202.0,,,,,1.0,0.0,0.0,2.0
9,rocket_league,75,248.0,,,,,1.0,1.0,0.0,2.0
9,half_life_2,225,10.0,,,,,,,,
9,half_life_2,150,10.0,,,,,,,,
9,half_life_2,75,11.0,,,,,,,,
9,half_life_2,0,14.0,,,,,,,,
9,fitts_law,75,3.868800961770017,1158.1222222222223,1134.15,3.868800961770017,18.0,,,,
9,fitts_law,150,2.876307795734202,1027.325,974.05,2.876307795734202,20.0,,,,
9,fitts_law,225,2.6008181171737634,1772.8083333333336,1511.25,2.6008181171737634,12.0,,,,
9,fitts_law,0,5.799094297039156,704.2620689655172,676.7,5.799094297039156,29.0,,,,
9,feeding_frenzy,75,490.0,,,,,,,,
9,feeding_frenzy,225,210.0,,,,,,,,
9,feeding_frenzy,0,1280.0,,,,,,,,
9,feeding_frenzy,150,390.0,,,,,,,,
